o_n,o_d,a_n,a_d,period
6065,28562,17345,6797,5127
6133,5869,26529,6164,34164
3412,21753,8346,19951,4439
5189,4505,17870,1167,21928
1453,1532,45566,11673,54288
7353,4817,47851,78173,192372
14755,47722,1454,50237,15982
286,171,9254,14853,40319
85231,81841,368,41,426
21555,5108,82912,77669,677628
50563,1346,84356,72567,5894872
32132,22311,78545,92584,246458
93933,75548,48387,37523,106817
12861,48361,88469,64504,40682
22519,14479,48625,26213,116394
27317,7309,61103,10229,266600
19043,12309,16137,24127,62292
247,2023,291,430,88
19021,82979,1101,3520,1059
15353,11172,25502,12255,51887
52695,75382,66123,87773,107579
91727,20081,6348,10091,75091
24790,17667,62588,20181,116140
15361,14620,55331,28120,87681
15981,57698,76315,42886,33016
88959,7885,77,10573,120154
26563,13611,2846,70055,142273
1718,5113,6163,6754,4340
5770,3869,26662,12191,57943
1101,763,8543,2682,16198
29823,5069,3502,579,24010
9905,89346,3419,5050,939
18301,67815,43727,56287,26990
51155,41716,50173,22485,89098
16760,46157,40341,38588,28660
22963,16217,2218,8765,15552
67182,49595,27327,6166,45370
19566,253,31189,16785,3710116
96261,48833,95567,46150,279357
4551,3698,24170,56777,99619
96183,58885,23416,30975,88842
18192,673,47231,30422,2099054
89358,34915,10090,5047,38740
19748,14275,14851,39904,75748
10907,10677,91493,59768,154519
15831,42907,6274,6965,4884
32445,26101,48360,13369,76733
25093,17184,643,1460,3070
30589,99119,76387,6109,25459
39883,36038,25384,57623,91863
14295,26363,39211,42277,44186
52486,40283,27140,43451,91975
71272,63305,68791,89381,178078
20511,13283,42765,87368,200945
27511,24553,3292,16417,22083
7595,6082,6971,15746,28369
40664,22235,5732,5505,20550
5447,1394,49385,86409,530609
5511,33808,45616,16875,10186
20915,24919,28977,24914,45231
15955,8682,78919,84075,299536
62323,81656,33239,27210,46137
60639,12793,26980,25077,246751
