o_n,o_d,a_n,a_d,period
7892,6381,95804,91145,231218
2804,9567,17071,5435,6596
56079,37804,65836,64961,194027
30077,15398,42059,48732,177343
21478,23891,1741,19942,19493
72131,83797,17383,93556,95494
63137,81726,3104,683,2925
37323,64226,7255,42219,28751
177,113,16181,11510,43374
6489,16586,13483,9567,9018
6819,12191,5392,6597,6706
21069,70282,13186,2211,4615
94554,10117,11837,25434,348337
61937,56536,3497,46604,54888
25813,11647,25300,687,57594
23661,19265,75770,42217,144910
86172,73115,11917,68968,95330
63425,5944,10700,48779,634666
12564,6487,22067,19953,81384
79956,14785,71829,31043,556323
41869,99634,35383,33080,28770
7961,5571,1027,21062,31565
9709,28165,13233,15814,10013
58172,45759,9584,97459,136080
57175,71146,20999,48794,56088
89087,74618,28465,32423,72695
92191,53732,20993,67719,152208
61451,77826,1576,4535,4825
3676,1639,60529,58246,266392
44779,91317,62749,96119,77904
7610,5799,34627,13612,63303
42779,22047,12604,54745,130681
3885,7442,91153,41655,69331
5111,10408,66197,43033,53639
47309,90749,61797,79679,73754
52529,33739,5183,68735,115085
6728,86799,16904,69671,6711
41966,28809,5753,97792,150834
96216,35423,25174,46565,194857
7439,3932,38647,28988,127959
37402,20503,1696,2669,7962
93167,83992,31822,77423,121179
15821,26817,87530,58877,86375
63824,35403,285,7247,13578
7450,6791,3452,60377,70022
49911,18200,18871,484,53079
42321,91475,5497,13400,8743
4687,4231,54423,42452,107316
41679,80417,6879,14513,11087
53189,40096,36426,38671,99619
6769,5077,5954,2337,11054
3257,2326,64925,9089,103638
32229,30403,21871,305,23508
1921,12180,36392,24107,9542
24405,13243,33907,85110,219331
4501,2928,69362,26589,147499
3567,1805,25104,27967,104877
44395,35728,26731,77251,129206
855,58379,20570,37319,848
47106,7925,11333,17068,168815
59101,31956,27329,54212,150806
