o_n,o_d,a_n,a_d,period
484,365,8391,2752,14776
54500,52967,60968,93603,159045
3003,13952,3917,2929,1474
7842,21991,42885,5632,17301
74145,37409,14556,1393,31611
11005,3967,61286,98187,442400
18585,5587,15294,6517,72554
1309,23311,73256,40853,6408
517,366,13202,19669,46432
29245,25663,4286,77065,92706
25597,29597,73193,16873,77894
96780,57593,35983,29465,109980
17391,31121,30040,20953,28495
76231,68792,96451,58227,171404
48202,40199,5533,20027,30649
84764,16699,1075,7029,41136
13617,11521,17362,28529,54240
24636,14009,67945,56061,218074
30493,25909,56037,62896,139975
34047,31147,42257,35462,84955
13773,7214,3881,1630,10522
89093,48170,20320,11457,58773
62152,30121,50363,19483,144121
50815,92558,3628,875,2472
12130,81083,53697,37645,13665
47333,16641,34736,1791,103896
22682,21971,70297,5234,77975
77386,62923,81215,61994,176126
16351,92823,30855,94726,22122
70004,79459,15761,62006,68513
12212,16919,21414,34945,40680
12005,77894,24889,29317,8354
16408,8543,89639,14631,200264
82678,71281,24963,17695,49479
2845,49773,54141,80971,7723
808,675,583,19057,23509
14107,8735,44254,11917,90716
29320,93907,44105,70781,35870
92375,95296,4238,40479,43347
21922,17411,71426,93037,207073
11447,11107,46549,43386,92688
18338,36675,12359,759,6559
3557,4581,10538,74923,66358
4655,8348,44760,21913,37179
40744,99307,92237,83608,72146
66154,21683,50713,43075,286144
8001,39376,14543,66214,16410
49399,73135,86018,76801,109976
15068,13205,14491,2507,19396
30452,19827,14886,19307,52517
45938,17137,36319,29796,177230
5498,8423,27331,3583,20178
70869,40840,72592,33697,184441
9065,2488,88967,43161,481407
21353,18647,50639,33487,96334
33171,47605,10785,36572,32998
31123,14108,27281,25361,116131
69354,32615,7528,6849,30572
8737,41655,4487,42918,9943
59494,34225,42129,74335,202452
7091,7407,2189,47655,47717
10962,7475,72096,9883,120221
5315,3412,1012,6387,11526
88948,10827,4855,65842,580803
39967,21139,11707,15579,51589
25091,39048,74083,70758,93070
87524,29575,53474,96319,443296
84743,90473,99013,53204,142577
49226,93517,14372,7635,11584
96178,14507,1483,1524,19935
17104,28327,96028,92445,113801
47186,40811,31502,22391,62311
58789,85532,34481,26455,41883
32292,28021,4821,284,5883
2375,1389,53432,14945,116915
14979,26972,104,63443,35291
59197,78050,86651,92440,135832
24822,11359,94229,83042,387377
16413,4390,34977,26257,228937
46212,35915,934,529,1882
23901,13067,18797,5366,44197
9427,26023,3389,10850,5158
919,476,55787,31842,169183
5113,4769,2250,69767,77212
85447,89414,56425,88126,138138
38737,48853,73631,68367,112595
43081,40382,4117,34465,41161
17611,13878,6272,21751,35561
50774,53931,25181,27605,49696
22564,3131,71297,40133,803037
40137,34157,92005,10032,119901
30686,13663,334,1025,3053
12674,14695,289,6352,5728
80783,36148,49915,5139,123034
5276,5267,27930,14519,42521
75623,67609,50032,96307,163685
49329,76826,9655,11079,13313
31548,58165,40132,20937,33123
35689,78609,64199,75706,63518
84548,42371,84718,4401,177830
24085,15781,30165,1481,48298
9962,48745,14867,21736,7481
7979,2688,23059,15131,113362
55225,93944,98593,54303,89880
407,339,3313,16387,23652
78308,40073,79253,34572,222429
17733,14105,2853,5756,10823
58744,27691,82375,14112,204689
11941,9930,21289,84415,127111
95751,99920,79376,58697,132312
723,589,97103,65231,199266
1787,41060,15707,69115,3692
50213,34770,35612,24615,86976
80597,44202,84553,40818,228599
88001,937,27563,12645,3776247
58493,30900,68327,76947,275000
53254,35295,48404,34765,125488
2591,2344,647,3887,5012
31101,2431,88411,36255,1594915
12611,8639,28201,22720,74334
28429,68556,4516,21983,10988
5057,36640,22001,35173,7891
3707,3237,2363,1502,4427
13396,11127,1361,34371,43018
50893,32983,4533,1886,9905
99694,37447,10309,41750,138595
33261,14225,86977,13588,235142
52501,65256,11690,4763,13238
62791,76993,9327,45188,44459
48654,43075,62674,74019,154397
10223,27521,52171,77416,48137
3077,2572,9299,44613,64497
48643,5860,28,6305,52569
68515,41366,8043,60775,113984
6191,616,11933,20134,322284
18322,11119,8017,1499,15681
13368,1711,24171,98096,955269
8485,10332,19989,11497,25857
6715,11789,46667,25681,41209
62771,49272,96643,15233,142527
54656,32981,13619,62174,125604
23760,7589,97659,71536,529724
19220,87933,25625,14139,8691
8406,6755,19178,21703,50873
48492,13489,33863,90097,445628
2459,31223,62617,82102,11398
30917,36090,40378,25705,56611
28441,15352,85399,6328,169933
13315,7729,33938,41425,129831
25084,45023,10822,56351,37425
36601,80749,9180,311,4302
15187,42575,15997,17331,11889
22831,11940,605,603,2310
4111,3712,35476,84897,133312
27612,17917,20736,13663,53013
36389,33454,42176,95723,149998
17507,57285,94320,16813,33964
431,1336,40274,58759,31948
2452,161,12352,88573,1537069
5774,2011,883,1524,6911
64412,47405,10013,31131,55905
46059,24110,55192,21197,145932
5453,20952,27252,24061,13355
36601,15916,28146,20303,111415
269,180,2731,1745,6689
59393,66984,1947,3059,4439
63191,734,73283,31866,9052412
26188,22505,6353,6802,15308
48332,29295,86159,1489,144605
16590,53797,612,449,327
33658,17543,40429,28871,132959
5226,3643,57313,36030,133904
39291,47335,8046,10519,15410
41658,6941,29246,11681,245633
8729,5535,7867,82903,143149
17409,11899,6947,11684,27258
20698,84197,8152,20055,6934
43410,38987,14579,925,17262
14441,11204,25783,48160,95307
53267,39839,30193,45023,100568
8519,3882,71667,8594,176132
17975,31988,29761,80893,62180
19349,17447,9479,32422,46469
449,35752,76441,52097,1615
62320,85631,83911,34486,86167
97787,41202,60674,81379,337142
40847,74373,18143,5199,12820
9619,5399,56405,81059,244909
70411,83742,66789,93274,134582
96661,88702,39289,41897,88471
16101,12700,1931,394,2948
2746,96227,11169,39442,1444
551,67,23461,27857,422033
5227,38440,3704,2343,822
20403,563,1364,1415,100711
583,2782,14685,9191,5004
43897,15123,38578,85435,359969
42483,66709,21119,50178,45405
1032,1055,1768,9553,11074
16283,13930,8961,65450,86980
15095,20301,38233,43789,60988
14147,10323,5960,5933,16298
7118,16999,3387,5303,3639
5717,23162,19085,14782,8359
81407,20444,3519,11728,60713
10831,6379,69261,721,118824
97047,70382,18855,52103,97841
44207,20364,7043,4618,25314
32162,52529,35589,42011,47513
33358,45771,13857,20524,25057
66989,1054,37844,30173,4322952
4822,51259,10816,26745,3533
65947,4521,33,5,554
17152,42779,13025,41942,22039
8621,5938,36437,40431,111600
30045,59818,85086,45949,65815
9121,208,3661,485,181806
65983,47077,2281,18517,29151
11953,32920,3937,6395,3751
2938,1749,670,2113,4675
1199,56,5910,21943,596353
5947,4678,9501,18230,35254
25079,17358,19489,11097,44191
69950,72953,4257,4630,8521
23657,23611,3836,28507,32406
37518,19937,29819,21544,96657
34275,83909,1007,766,724
29680,5401,96191,82977,984578
34028,99333,22151,39708,21191
25272,92627,40220,68939,29783
63075,96076,88497,54301,93749
12735,12298,71561,69984,146574
237,206,92819,69862,187162
14984,21075,36664,29537,47068
10529,1785,50799,83162,790182
149,264,36156,5311,23404
77137,47443,50111,57055,174240
23366,13883,95484,92207,315896
4177,3704,14327,24847,44176
64615,51233,1411,2214,4572
1580,17461,93274,68827,14668
66674,48793,27730,25539,72791
36643,25467,187,237,611
30095,26323,3238,35561,44358
24747,49678,5152,55889,30407
61667,55709,76563,34426,122859
45524,41617,9577,11039,22552
2801,13874,49522,94129,29001
9954,7421,39061,99136,185367
19439,19368,59210,15561,75046
12042,11411,66970,99371,175539
29054,48683,5689,5556,6711
33968,18033,57124,81479,261081
1955,163,9761,46285,672209
26151,17524,26609,31643,86929
43423,28140,42367,30110,111839
22969,13506,91642,85737,301660
65330,38469,5917,23585,50102
286,261,36787,50999,96194
24746,10481,69752,68649,326769
39912,88261,62,255,144
14947,38977,28227,10340,14790
27274,6823,15121,9334,97756
10837,67410,86057,84416,27405
94435,48267,1413,21097,44041
52604,82203,86171,51220,87921
26828,13335,19396,3077,45212
10580,43689,40255,71994,27183
24805,8753,6217,19380,72539
17177,28072,92932,84771,108735
46243,59692,32731,17004,38529
76761,91673,377,20939,17848
81730,83473,96431,39841,133427
62785,67091,10454,2963,12556
8197,3169,3071,1323,11366
83084,21417,12443,15978,110255
29577,83498,18589,13451,11349
20771,15623,1003,647,2194
7570,6103,14255,24594,48187
11381,11091,70831,55552,129688
26036,15375,2214,2135,7365
40879,34057,81943,54962,164329
72259,48413,18229,48275,99261
2764,10481,10479,17203,7300
1659,4586,67189,14596,29586
43315,34111,19398,1519,26561
31184,33223,62798,5853,64437
27414,15139,74578,27913,185593
34839,33260,54615,29312,87911
96281,53495,89045,48353,247291
7241,6625,41439,995,46380
21623,12518,74048,32777,184525
6499,4245,21745,99028,184901
97171,49230,3442,12185,30844
3517,9558,6298,14819,7770
18671,10745,3877,7053,18992
8647,4792,61272,7757,124561
32378,49163,29673,7888,24737
440,273,61111,71002,212929
1544,2201,8792,3705,8767
58682,47895,23183,48901,88319
45154,31547,17134,49759,95746
48335,27283,62345,37219,176389
917,680,46987,50717,131757
73801,37164,57813,26056,166549
62468,42065,3891,95368,147403
38956,19855,1747,9418,21906
54016,89071,16883,39993,34492
83442,13295,47941,21328,434746
80572,54267,39594,73555,167996
53193,94100,25731,2056,15708
34454,23449,4821,30212,51474
31309,27766,16093,29399,51297
5377,29967,38315,26522,11633
27377,62889,17292,36617,23468
9575,5497,96509,33353,226202
3436,3413,18303,16112,34647
1668,1301,31452,20581,66711
61162,14169,49352,14697,276475
2883,4172,9758,37333,32542
9745,4927,33563,5388,77040
19307,10247,49889,37693,165018
4075,8006,66655,60148,64541
28699,25613,2514,2225,5310
44296,7131,8142,43661,321788
9923,9233,6359,8976,16481
68695,97102,29076,26819,39543
1184,7,88415,78132,28170235
47590,23777,3977,1106,10174
41646,32203,504,239,961
3964,205,15535,4153,380698
76196,94995,47297,6324,43010
7725,4621,80336,1103,136142
19961,97332,4415,11158,3194
10274,3897,7629,12167,52189
44349,47132,7427,13114,19328
22505,25839,37895,69299,93363
78382,38137,71454,95581,343303
22463,18923,24392,22711,55915
80719,96468,98717,28607,106537
94099,47406,66209,91132,312316
57617,46383,81529,98692,223871
37033,92578,73521,42424,46380
1492,57,40503,22426,1647194
13894,16971,31771,11175,35159
16323,18484,96544,52291,131434
39735,21601,79619,20814,184747
21547,20393,11611,1576,13934
59803,30346,9503,87245,190662
73633,45121,4442,95555,163185
6131,3406,18589,413,34205
16137,8233,92103,80606,338516
641,3685,78310,31301,19066
77207,49824,7897,49101,88324
48781,32271,1631,7989,14542
96827,44303,44930,38657,182685
9647,73343,12890,16881,3916
8179,68083,80057,97575,21339
60295,47867,56765,82878,175900
20222,29025,331,1754,1453
5977,2568,48767,29737,182717
10625,6578,641,1218,3003
85831,85768,39738,3719,43489
44929,19377,50171,35790,199316
60663,36100,87012,72991,268872
39773,46300,57903,12973,60885
2257,4868,74168,67209,65548
48242,31587,6403,8904,23378
19265,28018,94051,84403,122703
2463,1876,13316,36131,64919
99967,56708,61795,16122,137355
16987,15585,13816,44661,63737
19993,3264,15869,27977,268570
99292,91587,40214,14523,59342
98791,33031,28962,14837,130997
58799,70649,10271,24278,28754
8837,92586,88246,18675,10205
31091,22929,85016,91123,238839
82018,6885,76,3939,47829
13858,13371,46558,68417,119162
5013,3334,47648,78317,189401
39142,10695,19893,64559,309081
6721,38880,75851,81982,27284
5718,4817,12695,48586,72743
11519,8572,14091,33080,63388
4487,35876,84211,6356,11327
53506,27151,94671,8738,203786
466,433,21727,71567,100404
30485,14018,60661,5724,144368
6507,4759,89172,45133,183636
21826,6081,98456,37423,487699
29286,44473,17174,50635,44653
18874,4437,9901,38904,207605
96732,45529,75792,19453,202360
12709,6885,1533,41609,79635
66388,49517,53187,52658,141908
33215,15779,71465,69297,296306
27293,45013,57892,78525,82715
45484,39553,33041,16668,57163
25195,69827,18957,13307,11642
7020,4853,2418,3625,8741
26222,30999,55736,56111,94611
26432,47013,98342,83131,102029
16354,15135,15091,28245,46826
6323,3319,2249,8055,19630
7730,209,29537,10821,1492667
49463,16486,22804,44949,203279
26199,12284,90257,38427,274454
13691,10448,80645,58769,182687
17093,11190,73287,16417,137025
54095,61488,48495,92498,124041
47361,19718,46625,76759,296358
51094,48891,527,54057,57043
25767,13408,23493,13559,71205
18569,31416,1363,1476,1678
11461,8254,69251,2424,99523
125,73,45868,13075,100930
61369,32849,23731,17954,77876
4889,2539,46009,95467,272421
31115,24496,43867,62209,134739
38113,1202,81651,18226,3166898
236,125,12510,76669,168370
17568,12791,37395,43478,111076
4181,3962,12197,33803,48543
14770,2463,89884,44531,806054
13460,3329,99365,67651,675289
71399,48784,32979,27979,89217
9925,10186,99822,37439,133744
2850,1499,4449,42053,88413
51829,45170,25630,33749,68133
3995,3276,991,1933,3566
15687,77900,9553,36077,9188
61950,84853,39569,55762,69600
9523,70662,23143,8686,4289
47592,17095,21134,99397,335555
3315,23536,50139,10505,8541
13281,18835,51716,62367,80443
6579,5413,35205,29438,78568
997,883,3497,1421,5553
2407,2041,18034,5253,27462
12891,10975,25079,45759,83205
733,405,2629,2174,8693
25659,12832,82770,25097,215692
48761,59281,50463,93721,118597
2647,34265,14482,11343,1995
16389,10438,73002,86369,250233
26370,21853,2094,65729,81842
29912,24387,35741,39222,91946
13548,58963,96453,64466,36975
87483,4721,7633,8052,290653
50853,30065,34392,92827,215182
737,681,48107,34178,89051
62090,2109,67194,36479,3052184
17717,9556,25671,42158,125756
77711,40303,16859,14404,60281
35901,74752,15142,32625,22941
37676,21987,10528,5325,27165
68263,13239,34483,30386,334478
43073,32341,84769,59657,192352
50977,2107,6677,62190,1666177
12625,14209,67329,66941,119302
203,5637,92815,96399,6814
9364,7843,13127,4616,21184
8341,5270,28141,18945,74524
16779,19009,48109,29231,68267
28523,37307,71184,69803,107791
8182,4989,31727,42013,120934
69833,34834,42047,46894,178304
45005,27858,16166,7615,38419
85279,21003,23620,3953,111955
12491,76514,1377,15632,2776
95168,38117,9757,6528,40659
21153,215,31261,83153,11256741
70243,40815,45853,20249,113762
4429,2556,39796,41559,140970
42479,66520,50927,62742,72588
17257,37657,526,15209,7211
27226,32539,87837,1199,74498
1622,12381,2923,7949,1424
5069,3540,39146,24333,90896
6553,5836,1238,1729,3332
11252,10461,28829,21397,54023
29251,14922,73912,93143,327471
31759,51043,22815,34471,35643
76113,5183,56539,37138,1375659
53500,85331,25070,18053,27037
55987,32281,6459,16621,40029
24758,42123,44041,52632,56820
4213,2663,37976,1943,63153
30371,2029,34537,84077,1775468
40853,25618,42801,10718,85346
28958,69735,1850,55299,23732
24236,76255,8767,49290,18452
76081,83723,3281,4864,7402
13801,12807,15591,8291,25736
50249,12772,62974,82851,573721
22691,54920,48075,79076,52534
20873,20203,519,13928,14926
63517,19313,74441,2297,252378
86753,71885,13693,62910,92447
17461,3182,99355,25329,684195
12821,46382,2183,14302,4557
63845,40752,98500,39387,216024
88722,58949,9991,32613,64122
13824,21869,8521,10940,12302
68135,47178,4474,1185,8173
7912,55813,41026,32359,10403
4651,3388,29633,87985,161464
74288,85719,70859,50968,105581
34297,11070,5081,7790,39876
61122,56329,28673,9860,41811
77895,12497,1340,489,11400
15266,22607,81376,23357,70724
84247,70457,31028,6859,45302
29367,67987,24473,76785,43739
2635,1621,97661,46427,234220
25931,52784,68915,84768,75499
7997,7467,55508,87911,153598
42137,26623,44968,88465,211189
83593,10707,90045,80327,1330149
71186,28315,19558,91879,280161
30156,54569,98052,8173,58702
78438,64337,4847,460,6470
13013,8089,95723,12294,173770
12742,76313,6530,10301,2810
32,21,5028,18089,35226
5739,4466,12445,7387,25485
63272,94977,39553,5256,29851
93752,11779,67333,11373,626441
26681,19532,2892,2605,7509
42347,24588,79544,35889,198806
13175,39186,14341,9883,8144
33242,16065,59810,21021,167257
5606,3049,1973,4765,12389
50774,49017,72845,11527,87397
505,302,1793,51628,89330
43792,89051,32327,92803,61535
89196,67271,27073,81270,143654
11156,78595,33169,97405,18534
70199,64114,16866,5459,24444
34417,78283,9379,25491,15331
36145,68182,2544,17497,10624
75465,68704,29225,6546,39291
17585,10737,57133,7903,106516
62315,48864,1241,2827,5188
88164,86797,94105,8919,104647
94622,15343,40335,19367,368189
25600,30363,787,10150,9221
2453,3529,54722,94135,103471
12545,28713,17683,38947,24742
12413,8924,29851,37717,93985
89301,71986,24578,37479,76983
57199,10349,57381,53563,613189
93380,84499,84681,61490,161534
28724,1339,12483,11573,516046
5124,4763,6623,21491,30244
3394,2141,91631,8157,158188
56164,42811,2144,13047,19929
10709,82015,38129,31163,9048
15887,90734,56263,54381,19373
54563,81798,41743,39471,54173
25721,38841,18010,33377,34029
55839,33371,28127,32953,102204
20625,7814,43492,49277,244863
10517,90579,16181,17047,3858
39232,24085,12276,11141,38144
56387,50556,95906,49099,161729
16408,19643,55058,42403,81410
5971,4626,3871,2248,7898
64648,27903,42703,16511,137192
84245,90667,11967,8090,18636
94365,40318,9105,18172,63842
90635,6433,8398,14609,324148
32425,37379,98362,11939,95682
536,379,22543,95562,167030
30016,24013,35237,45625,101076
521,449,21895,23534,52714
2423,7316,43457,8837,17319
47548,93705,63591,54991,60171
20969,9781,67407,42860,236396
19358,22065,9921,45392,48527
62149,72011,38217,10150,41743
16778,12207,45819,42049,120771
17449,8851,41042,5699,92146
88403,76956,42836,24595,77461
36537,19813,11303,19324,56479
53253,72181,29091,85172,84300
38718,18043,17617,16734,73713
89575,49619,16041,15008,56052
4495,35933,36673,25104,7728
48553,70281,11662,15143,18518
83233,49940,95084,92449,312554
89239,70051,82354,28347,141023
27631,65145,30341,30977,26008
32596,85217,28511,66670,36407
38391,2272,95933,18452,1932814
61168,16901,1117,14636,57013
539,8870,88077,39286,7740
13299,6676,2253,42649,89448
86976,48109,62339,52272,207205
16469,10335,27514,79525,170569
32329,19713,671,399,1755
14649,8099,15833,18698,62457
34745,53979,48222,6257,35067
58583,35891,4874,10033,24332
80686,81355,66026,11179,76571
30325,39354,50301,10205,46624
36090,9139,16313,21082,147674
28538,2525,48476,71,548687
42057,73396,75461,40449,66418
71741,94483,1927,1054,2264
45497,31519,6792,18851,37016
89096,69841,15467,60409,96795
80913,5017,2933,44399,763359
513,5372,9737,1686,1091
25575,22199,59490,21421,93216
76037,70336,61007,76721,148891
6047,31439,98297,27174,24133
1653,12418,54590,10807,8705
3498,3733,86721,77620,153995
2132,7583,53343,19141,20379
37048,5647,35487,8147,286267
19458,99445,79831,45612,24545
397,16,25109,5184,751646
54456,43073,2775,86033,112278
65882,65289,907,7523,8507
12197,6949,62487,21781,147909
14599,9149,65838,40541,169749
59909,42968,74107,46273,167843
11432,43181,47435,52473,26451
85541,95185,31911,15791,42869
31325,30832,14595,98216,114615
17185,39118,33866,361,15036
317,1457,7313,39388,10161
152,79,21163,61352,158763
37985,22663,18475,43996,104706
13268,70403,20829,79462,18901
40120,32179,8372,3539,14851
28055,19078,7903,86165,138331
29877,16220,4256,6243,19339
45083,93205,7103,27022,16506
2741,5951,28823,19506,22260
9818,9393,45385,41413,90725
33482,20343,53465,33348,142883
42727,91543,54779,21518,35611
16757,40243,11009,6550,7312
24743,8609,43413,98852,408882
27087,2921,44662,817,421736
32120,21473,5731,10374,24090
49030,32133,62912,83549,223477
1674,4849,2085,2974,1746
9543,463,38771,7691,957639
2930,2151,87693,34511,166461
5171,3338,32025,30517,96885
37,72693,62051,4967,34
3481,3049,38611,25473,73164
65867,95099,17461,1940,13437
37198,90081,20486,95125,47740
27515,22732,30707,59821,109576
56389,90498,43773,32849,47743
94011,32086,7093,54722,181116
29741,19563,10929,28970,60658
11209,16966,24678,47921,47965
6533,39758,87671,84970,28369
92489,52348,20119,49032,122177
7771,4478,39654,39239,136909
22013,41327,20231,17777,20245
7858,9831,44335,42294,69243
9092,5719,57992,13907,114305
11813,11500,48347,6620,56463
69312,41689,1972,2151,6855
233,317,50456,92467,105050
28369,17966,13819,5504,30512
547,287,65188,29969,181362
34061,21643,50275,70394,189905
5329,2244,10800,41491,124179
94849,42454,15111,30005,100796
32202,67817,60319,89000,70902
49318,47799,27791,42973,73013
93982,33475,39091,98928,387493
78261,84839,9383,3307,11706
89794,97513,32542,27123,54942
32056,29337,7966,12043,21864
11191,6298,2077,1951,7157
16464,13945,9771,4177,16468
99917,13225,81470,74177,1175938
28913,5695,44521,28278,369594
95020,8257,18856,13453,371806
89836,49591,32485,96552,233755
23401,48597,76091,18171,45390
34346,18179,17800,9001,50635
79197,33337,35821,18797,129754
62403,92390,77279,24409,68683
27082,22059,5833,71140,94501
58913,5516,33014,22643,594438
13799,11971,45678,30941,88319
56115,58543,6358,2685,8668
39768,29333,67,1071,1543
50981,69962,61403,69525,95407
40673,23478,93044,48331,244917
8587,7915,10628,2303,14029
5954,3227,35308,1517,67944
43,4138,31295,34951,689
31996,37261,34620,89869,106899
28344,14291,84130,59733,285330
24395,23761,93485,74054,172009
15711,11689,12001,5172,23082
3324,1807,80438,52587,244701
13131,3377,15941,6482,87189
32219,18738,45160,28983,127485
51515,46096,44641,97098,158401
38880,84083,25421,39660,30093
20105,2428,98505,81703,1492208
41491,21605,59120,40463,191243
35019,21442,64259,42083,173677
51451,39715,60689,41266,132083
63631,85320,82004,86235,125471
22184,11835,90891,40111,245555
22577,5717,184,49137,194773
10144,2063,22142,26843,240865
1825,2462,23587,80087,76850
2971,4402,12661,2130,9983
45038,23955,5214,415,10583
1347,69538,69319,83806,2966
17796,18743,64419,39470,98640
13559,11666,4505,3367,9150
51409,13910,7751,21677,108761
35447,56819,6662,35209,26122
220,129,5911,5103,18783
37,49,20769,25985,35304
30823,38730,28471,53798,65473
21460,30351,15817,45333,43237
73649,44803,30139,87605,193552
31567,45078,62777,8627,50003
21232,17853,28719,36074,77056
18610,41401,22353,96097,53244
27239,66164,32716,34655,27736
990,863,69959,23994,107779
68066,8137,14840,96287,929577
8723,67709,30515,16654,6077
83023,64004,45783,24412,91054
73776,8659,93201,95651,1609048
25985,64977,87449,66894,61723
21955,18964,814,55621,65336
2398,1929,3635,62083,81696
47125,5269,62538,66091,1150435
5709,3598,31945,18297,79720
47351,39390,40073,98341,166389
18011,11857,82363,19894,155330
57431,74938,47698,33477,62211
12727,99322,92393,37602,16658
68401,40983,93242,23937,195573
69248,41933,4912,26565,51981
1070,657,13909,19393,54236
16854,46489,14677,28526,15662
71454,62717,14513,30307,51064
5195,888,67658,20329,514744
4711,3631,38527,54187,120291
78783,455,21369,22120,7530096
48779,53912,59470,75363,121995
48763,41543,2377,2311,5503
99,73,1246,391,2220
22441,968,9207,2582,273303
56879,73714,17211,85241,79054
24662,14799,71241,91640,271435
19099,9758,8419,15076,45986
50846,28507,36911,16672,95572
220,129,354,8047,14327
7923,83495,67925,88316,14826
17079,12068,45141,85273,184565
21400,83879,32413,35824,17409
21877,46216,385,78797,37482
8164,19361,4630,6003,4484
24037,83756,11605,11899,6745
12871,6896,6406,10145,30892
82402,49689,24871,20441,75143
4125,26836,9847,8223,2777
52276,42989,27691,44482,87765
19951,10257,5232,3281,16558
2772,1471,60567,3305,120363
1786,1429,2036,535,3213
37276,38985,29187,18689,45777
5416,3425,21712,67859,141640
32515,27159,25253,30889,67214
2855,1668,43425,70012,194162
84061,90763,72785,98131,158295
2623,7027,64747,68996,49923
36728,20629,94176,87641,323708
6313,4917,13057,17568,39320
9361,1433,2684,6387,59256
11251,34880,72690,52307,40320
48652,32933,173,362,790
1292,89,93982,76777,2478883
844,555,2571,98794,154148
34516,68551,10487,95448,53339
21255,79874,51902,72863,33201
62654,40239,6199,61974,106149
1341,1265,88768,16595,111694
45159,5713,17943,22562,320176
238,157,18750,45529,97442
47708,24957,5431,4520,19022
32654,34759,17519,17475,32875
58047,35611,18762,15779,56303
9063,14324,9659,7742,11010
10394,24095,47347,39812,37598
25411,77209,33621,7862,13653
11601,7892,88556,1081,131764
33514,9563,68135,57462,440161
15031,11191,10393,31038,55648
6672,3929,44591,12238,96503
6761,58807,5110,5497,1219
93287,26813,51395,80298,458182
4123,3299,89,131,275
15783,10622,20458,7533,41592
36357,31061,24099,65920,105367
42346,23289,89993,41236,238611
81892,10195,17639,19463,298024
12845,36866,45176,34573,27787
16407,49397,83889,60799,48058
6806,5485,41680,22007,79026
44666,40223,95787,42185,153212
8296,4595,10146,86783,175000
32681,22262,45463,17609,92591
22159,33588,86253,76502,107374
48992,71197,4235,70676,51548
55391,41358,255,338,794
53085,23587,69657,86944,352447
76853,41515,78329,66286,267713
18467,70794,20369,19946,10517
66065,69304,66235,72443,132197
22097,12990,31363,26948,99191
42298,6381,13742,44635,386966
8892,23021,42753,99716,55029
1751,1161,80401,34273,172949
7159,27592,18768,34325,13775
74372,10539,38453,12709,361042
4409,4515,80323,29127,106881
16601,8165,5927,10971,34357
3517,2037,14055,35533,85616
6306,3641,6614,95575,176986
33171,27854,5169,2456,9080
32266,42463,9839,14078,18174
17531,29147,20564,30579,30761
31231,23574,19063,36825,74041
52666,41975,11017,74458,107246
94081,33831,45726,89665,376510
69835,87173,5215,21219,21176
11219,32406,73117,64935,47794
7157,6903,45353,94025,144506
79135,94609,1139,5639,5669
43516,51841,90595,19424,92351
20347,29936,20833,12098,22382
1113,35545,2945,3642,207
43705,71192,46091,21008,41192
49457,80387,29125,9996,24068
699,2971,38236,49025,20530
2884,1901,95413,82719,270243
69685,43971,80541,91294,272323
86979,61559,69128,57281,178608
4853,4360,3836,3533,8202
35668,19505,34807,13090,87588
18761,39543,21577,521,10485
32410,19647,3573,1799,8862
40205,53643,8595,75313,62888
91909,11027,3029,3006,50301
29517,22519,88517,36494,163859
30563,26437,8404,35903,51222
24379,13386,84539,40389,227523
33617,13227,4882,1315,15750
4193,3442,11029,13924,30398
53932,24183,1885,66194,151827
21384,28015,4091,511,3513
51437,9265,4877,27291,178588
10638,13225,90176,4755,76361
5302,485,27137,45737,796655
273,218,5515,24591,37702
4308,541,12971,38428,409292
85969,28337,4168,75981,243156
96763,77716,9020,19973,36099
79849,41695,89403,66841,299219
58315,53328,25322,92143,128450
95137,50518,60530,70593,246934
75758,91247,42025,38222,66625
30187,12325,61656,89717,370750
26530,14663,20798,14495,63857
34535,19452,45209,23857,122619
80353,32028,20827,45988,167628
14564,9157,91681,11098,163468
17207,32729,72880,95623,88589
8872,4527,8808,99379,212024
51610,84293,63847,68405,80974
18397,62179,80236,25887,31399
8512,34533,55478,8263,15711
18749,5447,53516,83801,472656
12091,6783,66778,10013,136883
40907,10183,1985,16431,73981
15735,55471,25471,47719,20762
2652,7291,96211,49675,53064
22177,21533,2545,62539,67031
30337,15890,29332,78757,206362
51601,29185,45587,78893,220089
48086,30189,85153,90672,280060
4324,1043,72956,45345,490445
30287,18555,25600,16969,69485
38,237,70539,21571,14769
83692,11387,13901,2724,122190
6535,3276,19362,19405,77333
9089,7903,5821,5792,13356
26111,15649,9040,14787,39756
31307,89739,37201,5250,14810
38776,89731,6901,52875,25832
4872,16139,35307,82793,35652
39515,44258,39224,18645,51667
5576,3549,85982,13973,157044
75083,67355,20197,3792,26742
47683,40813,33548,23725,66914
3354,16867,63253,95258,31520
61489,59385,45320,66831,116124
41937,87775,58511,38734,46462
2461,717,90795,60796,520314
52001,33946,28514,74575,157919
37051,6172,83459,44069,765560
1209,16897,35599,23545,4232
69466,57025,59429,90467,182598
771,749,75,167,249
22457,14325,1615,1437,4784
636,341,12212,85133,181558
9471,7274,19244,4191,30513
44957,34822,33313,35803,89232
43647,979,11,439,20063
9257,6031,99781,32099,202423
43287,22439,42325,71609,219790
229,2080,96521,88764,20399
79593,99370,50141,77333,102103
12427,5250,51800,80621,313447
78308,43259,13834,31827,82656
24228,49999,4179,5582,4730
16937,12215,25219,2893,38980
54053,39749,72859,89942,221386
60840,42503,35743,55224,130213
61765,1898,66642,26005,3014932
7209,5705,51613,7677,74920
43,8390,58081,46862,538
