o_n,o_d,a_n,a_d,period
1549,713,91417,13037,226928
42061,29638,629,280,1290
59605,8308,19390,11057,218439
14720,11089,45709,11482,75918
67553,14186,47329,33425,384547
16645,8287,63527,17773,163297
6717,1492,60743,27484,397199
14239,12979,8864,6593,16958
51563,2939,26905,7216,598633
48700,25263,42755,11604,104789
90501,62903,84886,29879,165117
63077,47190,45390,43169,118374
33268,28295,4882,3915,10344
73423,65295,1107,209,1480
12356,585,13715,13387,572431
41135,7238,62781,20242,471836
99559,71307,82478,38513,168927
1706,729,24206,1663,60538
95072,45783,77391,75061,316579
77407,21874,46110,413,164634
86221,29130,26479,727,80526
78359,14167,15871,10743,147204
67703,43907,30979,4821,55202
73177,30131,13791,12127,62945
13085,5078,56527,31912,227889
84635,69549,95161,828,116810
96269,92435,33437,17233,52771
12239,8054,91277,79019,258785
67666,18203,35351,26989,231737
31761,23281,36248,27005,86293
85102,23101,64273,28595,342117
39911,36556,4638,3649,9047
94443,37379,95162,77255,435635
41623,31157,43341,28982,96617
74531,40836,8891,5136,25601
48580,15901,60493,31147,279974
73666,10343,46685,10123,404604
97532,92807,3777,2776,6887
91571,15093,72077,24153,583839
90729,64723,89667,16457,148765
62901,53354,95041,29034,146277
91235,88668,43679,26701,72418
43759,38834,4244,1977,7010
81897,56477,7928,4191,17574
90900,31693,80755,58691,399951
84628,32055,9134,8965,47783
81602,10555,88647,29768,915481
32562,32101,55949,13430,70375
44573,8263,47004,11093,313392
14093,13777,78466,19717,100435
23318,8405,5397,1342,18696
22786,20657,89353,18709,119200
1089,74,23782,9539,490359
74584,72603,45752,27959,75722
81102,65137,3374,1173,5661
94179,61358,91542,38455,199533
87365,27557,76582,13845,286684
10088,811,35494,16557,647460
16061,14670,87670,20289,118195
88922,72683,86049,14075,122494
52537,26030,7846,1963,19797
22793,14641,94985,85677,281253
74278,50055,94268,46043,208211
67041,43801,47027,2113,75213
21777,18250,73653,25001,117720
83033,40185,79397,4021,172364
14647,7247,73841,2579,154453
90676,56887,12622,6615,30664
9592,5809,80834,41423,201874
11741,6023,10723,3337,27408
85319,48930,47109,26870,128997
94451,12414,80243,41042,922788
45165,3979,21099,4103,286064
29650,16729,68942,57033,223274
19763,11821,6297,3523,16417
21476,17019,4909,4521,11899
31117,8721,74525,16829,325956
39073,31317,53591,22119,94461
25447,7251,3852,1499,18779
44697,43358,74763,69187,148395
28783,14477,42207,3427,90729
86837,24829,62812,33363,336362
77269,24802,84769,83503,524241
53861,50957,68522,61741,137687
37103,26295,53943,51955,149425
12916,7477,32576,7651,69489
39471,39392,89375,52374,142034
66191,22074,96890,83929,542203
15497,7336,3851,2359,13119
42071,5798,42374,7795,364032
13267,3361,215,183,1571
61123,43334,19109,4226,32914
11867,177,8087,6458,975172
85851,12839,80008,15251,636972
73002,26345,1676,785,6820
71280,60193,12660,7393,23746
92239,83354,23621,11377,38728
40256,19865,21541,19470,83108
32843,2715,89687,20120,1328321
85009,56551,20125,6276,39687
27642,24449,61501,25904,98820
31457,1417,97489,32713,2890448
64583,57281,86926,66699,173209
3509,3120,11130,9187,22850
20048,5415,21075,19369,149737
96361,49896,32713,12134,86610
17167,3444,95234,36181,655053
62119,8384,44687,26753,529316
15830,3501,44547,33470,352759
91229,41144,96224,65725,359091
10106,7969,87851,10145,124275
97471,56330,64255,26458,156966
41927,41070,45218,12391,58811
1823,1549,87451,25824,133312
8463,3086,63952,11761,207635
16152,10109,88316,6657,151746
79204,24661,8938,7895,54063
91373,69665,52411,11948,84414
59439,26339,54991,722,125727
7796,2641,66930,31679,291085
38637,38402,83987,48777,133576
6214,3403,80422,8811,162943
16419,15229,36773,4536,44537
94706,29889,97154,46941,456578
56722,47257,49597,892,60601
33046,21621,49125,20921,107060
66995,11483,85772,69801,907656
6786,2651,96089,14258,282465
36443,6935,50697,4912,292222
13595,127,63077,42188,11268329
50238,38563,75348,74495,195208
63892,25255,45761,45331,230451
5678,2981,1763,1566,6341
65578,42515,9439,1158,16346
38051,14875,37022,36317,187605
24853,2140,11698,4303,185829
31471,2720,84541,57245,1640496
45030,9893,62099,37322,452535
29761,23151,67307,7444,96094
23833,20495,73074,69367,165640
98647,69532,70967,63368,190584
5237,3012,34319,22375,98574
39964,17461,7771,2072,22528
211,128,31132,14739,75616
34863,4879,81291,50033,938378
87613,50929,96281,27819,213488
47252,41315,27746,21163,55938
22547,16648,29744,14329,59690
94639,14562,44854,41133,558832
75976,43679,75910,28273,181218
83887,67570,91019,71544,201819
22693,9424,17506,11621,70138
15983,14156,52501,45856,111051
40210,28191,20630,2519,33018
39700,6711,35499,18485,319351
42573,11923,69096,39179,386613
20435,3211,11997,6466,117500
66497,61895,29657,14388,47320
81845,59381,7703,6232,19207
45343,11624,55781,22217,304256
6763,5143,45811,3133,64361
30046,5703,24372,22787,248455
43381,29449,38388,103,56700
5632,5485,29335,18501,49118
44843,1006,93401,87525,8064875
38100,541,18439,7792,1847322
80484,63869,33767,24695,73671
15939,3028,99195,87613,983333
66321,6796,11745,1096,125313
71533,52964,29087,22549,69739
979,479,87626,63843,309578
89803,42531,5307,1703,14801
1778,299,78675,41302,713441
14097,3514,15654,13589,117313
21163,11584,64061,14660,143817
46792,35013,68877,63722,177208
63093,21478,84508,43803,376922
44519,27043,90927,4025,156313
10818,8047,28231,10482,52044
59487,596,9001,2242,1122168
52263,19354,78523,51849,352053
8825,5361,66880,41619,178606
5389,3224,7599,3008,17729
91710,75403,77339,1295,95640
30364,10031,48613,21850,213293
68351,20068,70825,48824,407521
88459,39035,4957,820,13092
81698,9079,1412,527,17448
3213,341,72645,32453,990264
57401,22859,53507,41343,238176
48719,17774,24161,15493,108692
21569,2307,35245,32251,631045
45540,15647,77421,54905,385129
3320,199,70709,19222,1500356
90792,74455,3358,599,4825
5406,4481,73770,73147,177245
5858,4635,93432,69601,206052
26619,21484,23916,4921,35730
97887,8018,78806,35869,1399999
26047,8661,85525,45959,395423
12277,7351,66771,23377,150558
10408,4389,68500,37587,251573
94145,41341,5725,4754,23864
33216,31183,36647,8083,47646
5612,1009,10552,7957,102946
81,80,21170,19973,41657
757,737,41535,22667,65945
22683,17090,24758,13943,51367
5557,4414,17575,5638,29224
51671,3331,4349,1765,94841
70057,24909,63302,20447,235545
87029,68472,22297,1308,30002
663,365,68198,3235,129754
15575,14848,29133,25144,56935
1208,253,1415,1189,12434
84410,5927,8837,18,126110
75438,39047,661,456,2158
44393,28423,10747,394,17401
171,169,48817,46358,96301
20919,19465,24197,15685,42861
95116,34707,70848,587,195770
74370,13999,38957,23174,330072
31022,7533,85279,59080,594492
10198,3921,38866,26851,170921
3533,2442,86894,10987,141611
67747,59896,75059,55112,147233
94563,78404,93563,33459,153201
85468,30169,78600,58229,387633
60709,43149,10197,9952,28349
7522,263,47853,34336,2350668
71105,62467,31690,23697,63046
35059,23505,25363,19282,66591
93577,33826,92194,63227,429960
46031,13248,31598,1765,115922
18411,5639,7388,5833,43166
84886,3719,49105,41631,2071045
77566,1707,28245,2272,1386691
3550,1757,94273,67245,326345
97654,50115,19793,4490,47318
45550,43383,30883,6729,39491
85622,25497,48951,19304,229209
21103,20004,79019,16193,100443
24899,24700,21595,57,21826
9379,6997,43865,31399,100887
29627,9610,26431,4688,95938
71613,10418,25711,2409,193296
99614,55069,97507,14648,202876
11884,4587,9496,4213,35518
92132,14507,25775,16508,268534
1529,482,70006,27509,309337
3541,1058,8527,413,29921
99717,49670,53331,28145,163570
89999,83332,70166,26887,104818
64699,56999,82348,14543,109980
16687,4814,38090,21543,206709
49639,22572,5347,252,12313
24836,7191,36223,1112,128946
30076,20475,75727,49844,184453
21036,9415,37166,27691,144911
98297,18171,91920,46133,746805
77767,67977,6232,1711,9087
43983,17965,23611,18324,102667
88879,12146,49955,4098,395536
8299,6387,17530,12837,39457
19144,3501,5854,1567,40579
64729,61994,70247,480,73848
9748,4771,78879,14516,190822
28555,547,35283,1726,1931978
83727,59075,99085,31098,184509
93213,2974,2271,1892,130480
84127,40454,48785,13558,129646
18259,3386,37444,29285,359836
66608,19669,58419,4925,214511
47945,42272,71208,13651,96247
85528,68743,46351,12280,72947
769,393,42241,29258,139905
57529,48171,20212,17157,44629
91358,71921,18900,6367,32095
89037,86389,18839,18395,38375
51611,2393,92465,45562,2976895
23331,2326,48584,19859,686520
91647,72911,17297,10002,34314
7120,6171,54187,43581,112804
41119,4014,19727,15250,358301
40431,26216,15629,11787,42282
58061,44398,81626,73689,203111
92821,45088,79639,73638,315545
22441,900,5141,2364,187133
31247,12421,33891,7883,105089
19129,10311,20471,7690,52244
48875,20572,91653,18526,261764
25783,25774,78768,42457,121267
2432,2255,46039,23392,74881
58447,39359,16806,3253,29787
69928,33763,58113,10963,143066
5048,3637,3016,1489,6253
54865,49512,81822,71921,170365
884,763,10019,4719,17075
34325,21177,25299,16858,68331
1669,681,95139,29369,305145
77224,51657,94682,39503,200598
88289,67551,54845,41754,126255
64974,61631,34499,26655,64471
80765,16382,10069,1587,57466
14071,11158,44596,6095,63925
30731,19008,2658,2243,7924
16855,16293,8023,6747,15279
74202,72071,14861,1293,16632
37991,458,18020,14817,2723822
46367,339,28657,15537,6044670
38078,16265,6393,3445,23032
23084,10437,23571,18839,93801
17885,1656,97489,972,1063390
24597,2207,79310,56039,1508464
17723,15501,16689,6721,26766
55141,31189,12634,63,22448
46501,31966,53459,38208,133348
66486,60559,32986,10929,48213
37423,32227,2662,659,3857
49658,3159,54557,11578,1039611
15773,12130,48549,9251,75159
930,707,91187,80454,225779
7881,35,40847,10877,11646767
93641,7338,11776,8229,255286
9005,668,94317,41941,1836831
39718,5871,66930,54767,823295
77303,42932,99089,29989,232416
15756,7829,52427,13522,132724
98947,16447,28059,17372,273318
70566,15991,14053,13139,119994
59563,993,86991,83878,10249215
97229,50637,29454,7517,70989
44857,31520,49412,12069,87495
21793,2523,90286,55451,1258837
13975,13353,31691,23850,58128
24781,10710,91749,61603,354829
29141,28353,46313,45568,94435
26286,18223,18012,16543,49844
7441,4917,7891,401,12548
55967,14073,41698,37499,314960
94284,4853,43699,4647,939265
61564,27779,11199,17,24857
95176,49171,18205,15346,64941
30339,9217,63401,34920,323636
20191,3097,69664,37399,698001
90532,82209,52951,4345,63096
6509,4018,52095,6434,94814
88496,85233,38323,20325,60894
45824,42479,89189,18586,116262
5959,3703,94331,81853,283521
98665,17403,17756,3465,120311
80761,11541,9147,4373,94610
16485,10103,78313,40391,193688
1077,109,21041,13924,345480
49357,4160,18929,2440,253536
50851,44438,25109,18661,50087
25164,5507,66782,61153,584594
11443,3631,16598,9927,83593
7984,7733,84267,59944,148892
78059,74056,40181,24504,68181
23558,15787,85002,11927,144641
67500,62401,69614,36871,115186
5842,1747,3557,1554,17091
13153,11446,16067,10254,30247
34310,3143,30133,28521,640286
69663,35675,70031,64240,262193
39770,12469,97072,87773,589565
8003,3754,12414,7043,41479
28576,3231,79329,67121,1295251
83582,83439,80190,46799,127207
81619,9602,66747,44648,946881
47253,9721,84343,26196,537321
24387,5098,47573,4913,251075
32999,20089,4148,2101,10265
96673,22202,20144,6943,117943
16971,9166,12353,9677,40789
81831,72979,62483,1784,72062
49323,46559,23286,4705,29653
81558,75019,31086,701,34558
46069,6812,30283,4522,235383
30127,25691,18403,9267,32448
71767,55901,49223,43463,118992
24251,11081,17446,3981,46893
6976,6147,12862,11657,27826
93383,49387,62485,32542,179681
77343,42323,26015,20641,85262
31567,20949,4747,2464,10866
37560,3863,88175,68587,1524199
13754,2789,90925,69138,789354
7261,6449,57394,48439,119159
81733,24083,68845,23829,314517
19445,1752,40203,3688,487135
51893,35169,76705,8523,125756
11539,5887,80627,71118,297433
78559,76907,29711,27613,58556
20093,14242,6401,3326,13723
9763,2213,11197,9825,92742
87847,1290,5319,3253,583740
74171,59334,31765,22972,68425
16834,6993,21451,3562,60213
65193,43912,68633,67797,202548
98021,26405,3309,1657,18435
1027,721,799,746,2201
43992,16669,91130,80773,453678
84005,79098,34067,940,37179
27467,4990,40808,9921,279233
82415,30794,59881,39753,266654
94903,94528,13237,7019,20336
67044,55855,63951,21991,103158
65182,53373,34042,12963,57405
33495,16084,96239,89176,386128
98515,55099,67628,22623,161366
57569,1559,14179,1599,582633
49134,11549,73079,53475,538410
97939,38848,1861,962,7117
76588,8351,59619,17464,706937
42058,30497,73117,71054,198824
89569,8614,56706,20363,801369
19523,3209,48780,31961,491215
39805,17832,61123,21825,185159
89047,62143,51838,10081,88726
14713,12459,98295,43762,167757
89348,55389,92551,42933,218550
59282,5729,68,25,962
3405,1154,45457,23127,202364
11423,7866,73610,38701,163098
77362,42305,29239,7272,66767
67587,42083,46227,4436,81367
92649,5248,94231,5145,1754399
21145,9813,75625,4013,171604
75755,63049,12611,9414,26464
53838,35315,28157,1387,45040
47835,6832,97533,72470,1190295
80553,53000,98697,10036,165260
9103,7907,81203,2980,96916
71017,69203,18113,12260,31169
91179,84191,56534,53761,119450
53311,14954,78180,35539,405408
90454,56051,18139,5019,37372
22573,9629,2981,739,8721
95054,73649,6011,5350,14663
84014,20501,75591,52342,524275
78506,8631,45149,30802,690837
61571,1926,21773,18167,1276815
58869,5438,87245,17787,1137022
24449,9303,93189,24790,310058
13648,1625,46482,43745,757796
28177,13279,95129,77464,366229
11282,11033,8514,7849,16733
96928,78581,48995,32746,100826
6618,5527,27497,12108,47423
29783,9697,91423,10721,313722
73010,50629,9629,142,14090
77630,6121,45455,2993,614445
14864,11995,88018,27225,142807
34824,11777,92069,85903,526254
16825,4434,68661,7261,288090
79249,51706,98857,76827,269268
76220,49393,9549,1025,16317
18214,15083,72862,60541,161096
40405,33174,46129,21213,82020
89814,81065,98633,35423,148525
42269,37440,85753,41867,144080
57403,25118,84374,72879,359375
45553,44597,75711,72161,151041
5168,3991,5435,1387,8834
61066,53551,73913,29560,117994
41942,21049,56012,48825,208897
9627,3703,55311,19190,193686
46471,34366,80049,28993,147451
60755,6557,82594,44119,1174081
51329,4043,96243,81862,2261181
52388,39537,47815,39476,115664
76877,67175,1321,1258,2951
93106,12503,78307,56403,1003144
47535,25364,97575,94933,360782
38518,13283,93874,73587,485603
21829,11597,30634,23763,102392
80265,35222,16109,5753,49820
80385,69853,95297,14204,126011
64706,23493,87133,73878,443467
86874,37639,19245,2384,49922
3137,239,43853,40235,1103699
59117,696,46507,9447,4752633
91266,85783,90814,74429,175805
7898,5691,73561,23798,135115
72881,4800,49032,29513,1192591
64285,30691,31261,234,65969
41995,15962,16024,3439,51206
82567,65930,3506,933,5559
27003,12635,7501,2920,22271
51888,32431,25531,445,41560
52839,2656,43781,37095,1608964
35739,31094,3155,2803,6848
64519,25901,43462,23511,166829
73682,32533,3941,1922,13279
3712,1751,29429,19868,104506
6409,2144,75928,48609,372275
28043,20318,21338,14377,49294
9637,637,83768,64473,2242698
87191,8373,58049,4989,656437
7790,4217,10994,4389,28417
12737,4776,2031,911,7846
99078,44123,41960,5909,107489
19004,15779,46843,6965,64806
24293,8758,6666,5633,34115
1047,350,75032,21609,289094
96911,9567,22173,3412,259169
72197,46739,9514,8411,27689
34546,24121,10357,6902,24719
11553,8584,40507,16098,76183
71752,14597,63782,51377,566068
4086,259,1351,750,33146
45169,2530,48283,20887,1234917
14173,2506,92833,6062,559313
33563,1735,31328,1963,644003
5246,2209,4470,3311,18479
93622,19531,94715,55538,720239
31039,6103,49786,48787,501328
29177,22213,23708,15037,50892
12338,3885,31099,6095,118121
60455,11184,62573,39888,553852
9851,5734,16417,15079,54110
2729,2345,98000,62347,186604
57529,12595,11159,2039,60283
2229,346,12565,7306,128013
58718,20047,5985,5744,34355
99919,59029,54402,15337,118048
29503,6600,14602,1963,74048
1250,247,4855,2981,39656
54966,19531,9484,3711,37134
83531,65892,90858,64435,196864
16485,1678,62443,56402,1167557
58115,39391,78342,49895,189192
43349,37557,3521,214,4312
10483,5169,9896,541,21167
89101,19634,79652,7451,395282
69111,1132,79621,65378,8852496
69029,36378,38601,28975,128229
96513,94577,98305,52638,154033
80147,28920,24327,18748,119375
2061,656,12256,10403,71189
49733,1830,37239,20924,1580667
62825,56583,42088,22191,71370
14317,5506,54093,28586,214986
26098,22979,36981,9796,53126
16292,6009,42991,31726,202578
76473,48352,40512,3131,69025
96104,72259,6674,6455,17462
41076,11737,27513,24104,180644
7435,4761,16623,12700,45792
3909,3256,43203,10813,64849
92475,63977,43347,38648,118519
88651,46062,90679,20894,214733
36455,21631,68977,67220,229534
55548,41119,47217,35162,111286
55769,47085,17193,8881,30882
75517,8862,90874,45371,1161004
94764,87053,62971,48914,121795
92597,90475,65872,46355,114859
51123,24839,83158,1137,173494
97189,67400,87660,79141,240523
55613,22803,30703,26963,140638
18895,14972,2669,704,4257
61159,54504,93943,42752,153386
84566,19961,8011,3461,48602
80032,36421,9392,3679,28723
3745,1816,32498,32065,133144
33093,19754,49895,39653,150015
19862,495,49374,6035,2223300
31077,9146,83989,10738,321871
40957,17561,57007,41304,229288
99535,14387,79985,48299,887520
2555,1601,94537,72806,267059
86935,27657,17201,1571,59007
16239,8347,60901,10947,139780
871,664,76297,45987,160406
93553,20240,1156,31,5487
26483,7013,80707,811,307834
27005,23896,99997,44465,163258
45482,11337,10799,4790,62540
39579,5116,73949,47005,935738
43463,24173,78845,62818,254710
3095,1387,81070,9511,202126
45411,13826,75538,32267,354081
25195,10481,61881,58447,289254
86267,18889,94163,75957,776947
2472,1453,80683,38666,203049
35160,22309,49468,1989,81098
96792,5309,544,75,11286
59922,12737,30957,12371,203840
71045,68141,20297,11236,32877
73301,33846,17039,12955,64958
47489,47165,20919,10207,31340
70855,21589,73433,70505,472404
50931,15992,5833,5781,36988
56827,1781,65689,39950,3370661
87994,81229,1877,123,2167
41051,25032,4127,4101,13494
15143,2234,19261,15386,234852
63747,20054,61109,3639,205819
35513,4890,60517,26596,632647
32563,16815,37165,24181,118799
68147,56844,58161,13964,86466
87950,78279,25172,11839,41583
2250,1783,48614,6069,69005
44191,3819,2703,2257,57394
89818,48877,49711,45166,174349
72854,31181,39429,23395,146788
49295,46354,8773,5626,15312
21385,8157,91714,82255,456090
98192,30645,38026,2763,130696
95058,21413,24574,24287,216907
22657,14110,62188,47937,176832
18875,9221,20582,3199,48679
39114,29609,9632,4371,18499
23961,5843,89516,19417,446713
91265,22396,79287,37646,476509
36263,26508,80246,52099,181048
16879,15339,34899,30908,72414
5852,1871,35603,25380,190739
29726,23819,34,33,84
5664,2731,7250,1927,19033
545,272,23845,22518,92896
31349,19543,63512,48209,179212
60372,46135,59385,56759,151985
91942,29057,36677,7153,138687
27103,9659,6109,4726,30403
66599,2534,2974,2523,144473
43372,42767,2125,849,3017
4533,2870,55843,55405,175710
13667,9254,17801,9789,40747
8951,46,8563,5348,2706900
35431,20519,6718,2951,16696
5637,1691,5661,2968,28765
72482,38565,27457,26489,101390
68094,60455,2733,730,3901
99124,2013,41267,4416,2249519
46646,8863,24257,5096,154485
26495,17826,33292,29133,92783
63287,52329,44537,32979,93748
99395,64857,33736,18591,80193
79831,54760,35601,34256,101840
64697,4761,67175,4523,974300
7729,7412,23339,2918,27380
2644,1965,22994,19827,57618
49693,23164,94755,7691,219774
76474,38287,2370,1303,7336
50783,14877,46406,18887,222880
88155,31108,76455,46891,349543
75095,51158,80501,71637,223324
58904,7715,15011,11138,199647
17886,6133,31303,4187,103501
42473,16906,25939,3708,74482
68611,55553,16447,13736,37277
9708,2069,51682,29793,382291
72733,49037,32696,21,48527
58335,27844,5169,3403,17959
37563,35392,39461,15287,58106
13863,6316,92581,9490,224036
67945,35867,4841,757,10605
48269,10498,81503,67175,683610
42927,21634,57382,27013,167460
84281,22681,30975,21587,195316
89636,4331,94391,74848,3502634
91193,20585,82845,62182,642480
20786,5991,71413,32237,359618
46882,41237,19754,4463,27532
83290,62247,15518,3221,25073
141,31,56632,14453,323322
89243,78521,9391,9086,21000
44889,22120,52449,38389,184341
7489,3745,83990,42301,252548
30134,24317,22981,14332,46239
87209,37611,76697,9063,198853
1353,887,95825,67492,249119
78175,71716,2879,182,3337
44993,19349,48619,41368,209250
62176,13363,49259,19837,321493
26398,4923,33803,6506,216144
10464,175,62111,23337,5109302
2851,1894,23741,22408,69467
52345,6287,93293,69190,1352819
55733,36574,89535,29479,181359
22604,17007,48929,24191,97184
44563,21521,63155,39212,211969
39241,21334,22397,16071,70757
10281,4468,91409,3533,218464
24540,8039,62186,817,192324
44761,4855,26539,17731,408151
62897,47694,36819,23731,79851
40686,15743,93031,13137,274380
51409,46805,40026,5543,50052
94157,30501,98520,16531,355164
1359,281,27383,23325,245239
33059,29050,39179,26410,74640
66904,44141,7307,2302,14565
92601,21077,39565,32728,317617
6935,6253,78127,61183,154505
31392,21991,30869,2041,46979
11827,4792,16589,15673,79625
39232,743,54212,30177,4455921
25693,19663,58937,18425,101087
30207,14290,64080,329,136151
19750,389,48463,42427,4614596
96653,40116,37601,33175,170523
19987,12775,77855,29053,167262
72158,69833,41043,15209,58125
2410,1843,60893,58302,155865
26953,2336,95942,6579,1182898
1476,709,44775,10391,114845
32546,11491,22953,20987,124451
15544,1755,98185,5618,919381
75520,57943,74632,69321,187621
51519,49310,48337,32662,84628
22136,18847,77749,5693,98004
92621,32932,93709,3758,274125
84245,101,87553,86996,145592876
91243,74953,94565,40597,164538
13987,6317,71454,47843,264146
92215,26994,50566,28387,269714
84573,56660,76311,71266,220279
42988,30935,93189,29752,170842
7096,123,94155,66412,9263280
53619,27520,3471,1595,9870
95979,3359,89923,24294,3263601
36778,12783,43153,30798,212764
98551,18316,2412,751,17018
87373,72135,26935,21618,58809
79118,54075,21051,15229,53082
1921,1351,13876,8685,32080
14053,2774,95619,14591,558320
61219,54576,57242,9897,75311
2203,24,56915,6186,5792146
56063,4717,28366,26129,647690
686,265,11447,302,30414
65520,29629,21064,19185,89004
22888,15709,95309,84405,261844
26261,1054,55312,40157,2378664
16289,3869,55031,1734,238988
95053,11724,18552,9353,226241
40154,7185,79367,37896,655335
29507,25562,46418,15775,71791
23132,6585,30778,15031,160919
56107,10305,76673,37758,623035
54947,22892,42923,15129,139340
38729,28210,43678,40287,115274
4966,1267,5148,2083,28342
7611,3406,43141,41416,188950
1762,1181,29280,20369,74074
87860,73297,30933,15727,55930
15293,10446,26172,11747,55513
64084,27033,42181,35510,184173
74531,5317,11545,5079,233026
22211,5486,73779,66313,567186
35951,35179,44944,7537,53633
42875,24026,41970,38411,143442
12354,4231,58490,37959,281619
11707,3183,37157,6537,160705
7867,5219,77103,55220,199461
94264,22047,49523,25591,321157
90202,42083,43085,20632,136573
77495,44684,63315,48079,193189
66021,2096,90647,42924,4207295
5273,4547,8519,1053,11101
94980,31001,86197,42529,394387
54675,2392,43035,3767,1069773
46127,24632,44911,23930,128915
28460,4041,86995,80256,1177917
28078,2755,17338,1635,193366
46829,45813,17299,5450,23253
49951,1167,69605,46598,4973827
20537,4612,71413,27523,440557
72719,54004,78023,30427,146033
92991,45586,67736,55967,252342
23703,17758,12752,5761,24711
474,359,97341,16130,149819
20259,19702,34135,31753,67751
33535,5053,90906,86585,1177946
1207,469,24379,10238,89089
86695,6324,22889,22062,616228
9689,1476,30207,2878,217182
27068,63,32241,26834,25381621
69757,59028,23319,19144,50181
20722,11919,57440,53747,193306
38642,7005,71057,15112,475338
12005,1931,34879,18513,331938
70418,10287,92708,20665,776076
95639,53815,55631,20773,135784
15569,13633,97684,6451,118923
41501,20183,1297,925,4569
88311,86387,95668,8903,106900
2936,2713,29464,499,32426
72146,62477,14311,4162,21332
36509,9752,70157,41850,419325
7989,7168,31207,14737,51206
19913,1967,52505,34486,880657
65557,36432,7022,6065,23549
6799,6779,98384,24771,123519
49005,44359,12633,9223,24145
78525,55459,13557,4522,25598
16024,10021,95663,56408,243168
92470,25833,33555,21134,195761
45889,7180,11518,8591,128522
15889,6073,73386,21197,247461
98237,6203,77183,53098,2063262
96905,80369,53756,29305,100151
92687,42039,49405,32891,181445
13173,8084,93274,74227,272946
19187,13536,85792,77807,231898
77869,38062,28791,24617,109264
5254,3191,14463,10237,40669
63048,50585,7961,4861,15981
8661,2420,12473,5011,62573
36036,6857,63759,1982,345493
9319,5657,43800,16523,99372
99466,16519,26938,5175,193363
56075,36469,90353,16610,164467
49513,35869,66351,38834,145195
35932,31081,60671,38993,115219
72504,52957,39922,25285,89275
60507,21887,41201,27010,188570
38497,26404,29825,5808,51953
41345,10463,91518,6449,387121
52840,22523,14299,10440,58039
95349,90475,1879,154,2143
20878,18449,92497,19943,127244
22166,3709,75839,27612,618251
36377,18544,16635,7193,46743
99635,47701,16697,15162,66545
54903,18598,96947,44516,417612
23714,21439,18871,14211,36593
71657,3469,48191,14281,1290445
8821,175,82867,39900,6188159
42109,15264,82105,76873,438575
20930,20647,32988,14807,48450
89685,22256,19965,1369,85969
15331,12887,61197,33998,113248
26185,25458,33304,7911,42392
1049,242,98811,29290,555281
61163,47699,72683,13921,111050
26551,11845,71105,67168,309944
47475,45932,86853,55370,147001
23209,6060,58523,48034,408099
15985,4486,97339,16636,406128
99825,2198,27939,5473,1517449
11706,5101,86227,7876,215952
12991,10530,29897,22504,64648
13189,1935,97026,62159,1085009
28739,7587,19546,6279,97823
44763,4514,49029,34660,829901
47175,4493,20920,15701,384509
40729,31580,15655,8436,31070
32189,18328,85957,69240,272569
89414,72909,35584,31339,82073
67982,39129,17551,6100,41091
85978,12357,43764,30815,518908
44189,5722,28163,9535,291128
55945,51706,59172,23695,89661
70404,57995,28533,15608,53586
11012,6099,33599,11434,81309
75344,67587,9748,1801,12874
87531,82417,97398,37459,143225
33411,18080,7347,1123,15652
50803,37189,17525,13442,42303
31206,26687,25721,22788,56723
6292,3121,79431,13675,187704
44768,16523,48449,24382,197331
96122,61873,47664,31075,122324
84095,19061,47975,10441,257725
81371,4614,23455,10426,597514
13309,8858,88194,34739,184705
28637,14089,48950,36667,174023
93607,21087,13276,11399,109535
52367,33863,81163,9779,140636
26565,22654,31224,3503,40722
95938,15479,97534,82817,1117806
59327,56956,87700,30253,122863
63660,28057,12511,11103,53579
31294,8459,77606,74899,564191
77885,46664,95746,33539,215784
27233,17861,5417,1201,10091
11201,4466,67,30,244
36587,11273,97495,73436,554764
18242,14569,9295,8752,22597
38251,6142,16903,10844,172803
26571,9244,99956,73855,499604
95920,46961,70699,61609,270245
92318,83281,47714,10961,65042
25837,19976,97356,78815,227860
97138,50493,46964,7231,104259
98834,40417,32116,25577,141080
13661,854,36245,18376,873744
16907,5289,21242,5227,84611
64824,33343,43328,39993,161989
6731,6454,20687,11713,33790
97417,56853,52732,32595,146207
4890,1691,59111,25297,244090
78118,40623,97627,17498,221385
79373,74850,78987,11186,95621
49573,28262,6355,2874,16188
22919,1479,82172,63419,2256119
89879,42134,23579,6117,63347
92188,87121,46088,8851,58134
47347,35194,86906,1383,118776
45377,15724,89679,55579,419192
24304,9691,19731,5341,62878
23480,15937,34394,2205,53921
69842,6511,61552,56953,1271176
28363,180,33231,3086,5722550
40871,7142,91815,7942,570872
32599,19066,12027,6845,32267
60293,11357,42674,37729,426850
46673,44731,58391,22167,84056
40631,35846,97956,94147,217746
32687,17245,95329,26644,231194
2259,526,37236,8003,194287
18089,13800,87859,72269,209895
19338,691,3244,281,98649
74069,57994,86494,26847,144757
74213,7272,14064,12947,275656
77477,47980,71962,27787,161072
67418,3521,41654,11627,1020192
87155,79532,72885,47446,131864
79635,71953,99208,7869,118509
89149,28494,24889,14848,124325
70117,47611,51053,23906,110393
24490,2701,40042,36717,695975
47169,11111,53579,46646,425481
28155,8839,27247,26610,171552
1113,1,45355,37118,91792450
10501,4462,99321,14692,268321
76503,68141,86465,57784,161951
71280,13111,83461,26018,595199
37877,23743,49859,29673,126877
61839,48523,97277,37049,171189
62584,50415,76241,5403,101351
